datetime,datetime,year,month,day,random,sazonal,timeSeries
2003-01-01 00:00:00,2003-01-01 00:00:00,2003,1,1,0.3008522876746563,1.0,10.300852287674656
2003-01-01 01:00:00,2003-01-01 01:00:00,2003,1,1,0.20340879418496127,0.9999997588734665,10.203406382919626
2003-01-01 02:00:00,2003-01-01 02:00:00,2003,1,1,0.575517234380745,0.9999990354939822,10.575507589320567
2003-01-01 03:00:00,2003-01-01 03:00:00,2003,1,1,0.5381378549294662,0.999997829861896,10.538116153548426
2003-01-01 04:00:00,2003-01-01 04:00:00,2003,1,1,0.9054609305537384,0.9999961419777894,10.905422350331632
2003-01-01 05:00:00,2003-01-01 05:00:00,2003,1,1,0.9698814293796846,0.9999939718424762,10.969821147804447
2003-01-01 06:00:00,2003-01-01 06:00:00,2003,1,1,0.4097150518512662,0.9999913194570031,10.409628246421297
2003-01-01 07:00:00,2003-01-01 07:00:00,2003,1,1,0.7954691531692255,0.9999881848226492,10.795351001395717
2003-01-01 08:00:00,2003-01-01 08:00:00,2003,1,1,0.09820033661408689,0.9999845679409262,10.098046016023348
2003-01-01 09:00:00,2003-01-01 09:00:00,2003,1,1,0.7489522775947067,0.9999804688135782,10.74875696573049
2003-01-01 10:00:00,2003-01-01 10:00:00,2003,1,1,0.835010473546712,0.9999758874425823,10.834769347972534
2003-01-01 11:00:00,2003-01-01 11:00:00,2003,1,1,0.7901681489611441,0.9999708238301476,10.78987638726262
2003-01-01 12:00:00,2003-01-01 12:00:00,2003,1,1,0.3487203935103217,0.9999652779787161,10.348373173297484
2003-01-01 13:00:00,2003-01-01 13:00:00,2003,1,1,0.39891742283114695,0.9999592498909624,10.398509921740771
2003-01-01 14:00:00,2003-01-01 14:00:00,2003,1,1,0.8183597473022858,0.9999527395697936,10.81788714300022
2003-01-01 15:00:00,2003-01-01 15:00:00,2003,1,1,0.5112997344048016,0.9999457470183493,10.510757204588295
2003-01-01 16:00:00,2003-01-01 16:00:00,2003,1,1,0.48205810936217086,0.9999382722400014,10.481440831762185
2003-01-01 17:00:00,2003-01-01 17:00:00,2003,1,1,0.936115406189254,0.9999303152383551,10.935418558572804
2003-01-01 18:00:00,2003-01-01 18:00:00,2003,1,1,0.6020745266114612,0.9999218760172474,10.601293286783935
2003-01-01 19:00:00,2003-01-01 19:00:00,2003,1,1,0.19716901111722196,0.999912954580748,10.196298556924702
2003-01-01 20:00:00,2003-01-01 20:00:00,2003,1,1,0.8247826283460009,0.9999035509331596,10.823818137677598
2003-01-01 21:00:00,2003-01-01 21:00:00,2003,1,1,0.10092609713415901,0.9998936650790171,10.09986274792433
2003-01-01 22:00:00,2003-01-01 22:00:00,2003,1,1,0.15594610118817687,0.9998832970230879,10.154779071419055
2003-01-01 23:00:00,2003-01-01 23:00:00,2003,1,1,0.6572263858711936,0.9998724467703719,10.655950853574913
2003-01-02 00:00:00,2003-01-02 00:00:00,2003,1,2,0.8144079032479281,0.9998611143261019,10.813019046508948
2003-01-02 01:00:00,2003-01-02 01:00:00,2003,1,2,0.5216184780575963,0.9998492996957429,10.520111475015025
