datetime,datetime,year,month,day,random,sazonal,timeSeries
2006-01-01 00:00:00,2006-01-01 00:00:00,2006,1,1,0.3991704459858104,1.0,10.39917044598581
2006-01-01 01:00:00,2006-01-01 01:00:00,2006,1,1,0.7238535795492876,0.9999997588734665,10.723851168283952
2006-01-01 02:00:00,2006-01-01 02:00:00,2006,1,1,0.8552233370358466,0.9999990354939822,10.855213691975669
2006-01-01 03:00:00,2006-01-01 03:00:00,2006,1,1,0.2937469867713567,0.999997829861896,10.293725285390316
2006-01-01 04:00:00,2006-01-01 04:00:00,2006,1,1,0.1901040027898656,0.9999961419777894,10.19006542256776
2006-01-01 05:00:00,2006-01-01 05:00:00,2006,1,1,0.14932761367092373,0.9999939718424762,10.149267332095686
2006-01-01 06:00:00,2006-01-01 06:00:00,2006,1,1,0.03395299331600288,0.9999913194570031,10.033866187886034
2006-01-01 07:00:00,2006-01-01 07:00:00,2006,1,1,0.5039372778903586,0.9999881848226492,10.50381912611685
2006-01-01 08:00:00,2006-01-01 08:00:00,2006,1,1,0.6053028504517082,0.9999845679409262,10.60514852986097
2006-01-01 09:00:00,2006-01-01 09:00:00,2006,1,1,0.3339533226876864,0.9999804688135782,10.333758010823468
2006-01-01 10:00:00,2006-01-01 10:00:00,2006,1,1,0.019882060973810844,0.9999758874425823,10.019640935399632
2006-01-01 11:00:00,2006-01-01 11:00:00,2006,1,1,0.680026842210152,0.9999708238301476,10.679735080511628
2006-01-01 12:00:00,2006-01-01 12:00:00,2006,1,1,0.0871244711847412,0.9999652779787161,10.086777250971902
2006-01-01 13:00:00,2006-01-01 13:00:00,2006,1,1,0.46651862498620833,0.9999592498909624,10.466111123895832
2006-01-01 14:00:00,2006-01-01 14:00:00,2006,1,1,0.6675137535691911,0.9999527395697936,10.667041149267126
2006-01-01 15:00:00,2006-01-01 15:00:00,2006,1,1,0.8396513681945605,0.9999457470183493,10.839108838378055
2006-01-01 16:00:00,2006-01-01 16:00:00,2006,1,1,0.8494338814258138,0.9999382722400014,10.848816603825828
2006-01-01 17:00:00,2006-01-01 17:00:00,2006,1,1,0.33155950713197935,0.9999303152383551,10.33086265951553
2006-01-01 18:00:00,2006-01-01 18:00:00,2006,1,1,0.7116421346814251,0.9999218760172474,10.710860894853898
2006-01-01 19:00:00,2006-01-01 19:00:00,2006,1,1,0.8044233901173118,0.999912954580748,10.803552935924793
2006-01-01 20:00:00,2006-01-01 20:00:00,2006,1,1,0.9304863799366928,0.9999035509331596,10.929521889268289
2006-01-01 21:00:00,2006-01-01 21:00:00,2006,1,1,0.04825062278789749,0.9998936650790171,10.047187273578068
2006-01-01 22:00:00,2006-01-01 22:00:00,2006,1,1,0.8351896344294024,0.9998832970230879,10.834022604660282
2006-01-01 23:00:00,2006-01-01 23:00:00,2006,1,1,0.9371925859800136,0.9998724467703719,10.935917053683733
2006-01-02 00:00:00,2006-01-02 00:00:00,2006,1,2,0.1297332334159188,0.9998611143261019,10.128344376676939
2006-01-02 01:00:00,2006-01-02 01:00:00,2006,1,2,0.4174877040639867,0.9998492996957429,10.415980701021416
2006-01-02 02:00:00,2006-01-02 02:00:00,2006,1,2,0.4172363928672894,0.9998370028849926,10.415606421717216
2006-01-02 03:00:00,2006-01-02 03:00:00,2006,1,2,0.2279336925396196,0.999824223899781,10.22617593153743
2006-01-02 04:00:00,2006-01-02 04:00:00,2006,1,2,0.12154620728060161,0.9998109627462709,10.11965583474331
2006-01-02 05:00:00,2006-01-02 05:00:00,2006,1,2,0.6316057741195843,0.9997972194308576,10.629577968428162
2006-01-02 06:00:00,2006-01-02 06:00:00,2006,1,2,0.8538148738893554,0.9997829939601689,10.851644813491044
2006-01-02 07:00:00,2006-01-02 07:00:00,2006,1,2,0.743221483782237,0.999768286341065,10.740904347192886
2006-01-02 08:00:00,2006-01-02 08:00:00,2006,1,2,0.619080499885139,0.9997530965806385,10.616611465691525
2006-01-02 09:00:00,2006-01-02 09:00:00,2006,1,2,0.8757660768669953,0.999737424686215,10.873140323729144
2006-01-02 10:00:00,2006-01-02 10:00:00,2006,1,2,0.630012056710853,0.9997212706653522,10.627224763364376
2006-01-02 11:00:00,2006-01-02 11:00:00,2006,1,2,0.7076793521908276,0.9997046345258405,10.704725697449232
2006-01-02 12:00:00,2006-01-02 12:00:00,2006,1,2,0.5703437530323239,0.9996875162757026,10.56721891578935
2006-01-02 13:00:00,2006-01-02 13:00:00,2006,1,2,0.6295205332163281,0.9996699159231939,10.626219692448267
2006-01-02 14:00:00,2006-01-02 14:00:00,2006,1,2,0.5540727403908338,0.9996518334768022,10.550591075158856
2006-01-02 15:00:00,2006-01-02 15:00:00,2006,1,2,0.8124800677737296,0.9996332689452478,10.808812757226207
2006-01-02 16:00:00,2006-01-02 16:00:00,2006,1,2,0.17396450331502367,0.9996142223374836,10.170106726689859
