datetime,datetime,year,month,day,random,sazonal,timeSeries
2004-01-01 00:00:00,2004-01-01 00:00:00,2004,1,1,0.28171098292656116,1.0,10.281710982926562
2004-01-01 01:00:00,2004-01-01 01:00:00,2004,1,1,0.15081542160161554,0.9999997588734665,10.15081301033628
2004-01-01 02:00:00,2004-01-01 02:00:00,2004,1,1,0.8251745788376379,0.9999990354939822,10.82516493377746
2004-01-01 03:00:00,2004-01-01 03:00:00,2004,1,1,0.6986822604660158,0.999997829861896,10.698660559084976
2004-01-01 04:00:00,2004-01-01 04:00:00,2004,1,1,0.2937968358048342,0.9999961419777894,10.293758255582727
2004-01-01 05:00:00,2004-01-01 05:00:00,2004,1,1,0.3515115155646398,0.9999939718424762,10.351451233989403
2004-01-01 06:00:00,2004-01-01 06:00:00,2004,1,1,0.08566499755392143,0.9999913194570031,10.085578192123952
2004-01-01 07:00:00,2004-01-01 07:00:00,2004,1,1,0.0529018590320991,0.9999881848226492,10.052783707258591
2004-01-01 08:00:00,2004-01-01 08:00:00,2004,1,1,0.08635437553074177,0.9999845679409262,10.086200054940004
2004-01-01 09:00:00,2004-01-01 09:00:00,2004,1,1,0.7621793378557896,0.9999804688135782,10.761984025991572
2004-01-01 10:00:00,2004-01-01 10:00:00,2004,1,1,0.9840373627356707,0.9999758874425823,10.983796237161492
2004-01-01 11:00:00,2004-01-01 11:00:00,2004,1,1,0.7204992600873401,0.9999708238301476,10.720207498388817
2004-01-01 12:00:00,2004-01-01 12:00:00,2004,1,1,0.18889530829579915,0.9999652779787161,10.18854808808296
2004-01-01 13:00:00,2004-01-01 13:00:00,2004,1,1,0.3895999722638701,0.9999592498909624,10.389192471173494
2004-01-01 14:00:00,2004-01-01 14:00:00,2004,1,1,0.6065341270505253,0.9999527395697936,10.60606152274846
2004-01-01 15:00:00,2004-01-01 15:00:00,2004,1,1,0.8123573738172114,0.9999457470183493,10.811814844000704
2004-01-01 16:00:00,2004-01-01 16:00:00,2004,1,1,0.22354879980478692,0.9999382722400014,10.222931522204801
2004-01-01 17:00:00,2004-01-01 17:00:00,2004,1,1,0.763856950934688,0.9999303152383551,10.763160103318238
2004-01-01 18:00:00,2004-01-01 18:00:00,2004,1,1,0.9328136261014667,0.9999218760172474,10.93203238627394
2004-01-01 19:00:00,2004-01-01 19:00:00,2004,1,1,0.7684471237342427,0.999912954580748,10.767576669541723
2004-01-01 20:00:00,2004-01-01 20:00:00,2004,1,1,0.4726780967616022,0.9999035509331596,10.471713606093198
2004-01-01 21:00:00,2004-01-01 21:00:00,2004,1,1,0.7153034412375372,0.9998936650790171,10.714240092027708
2004-01-01 22:00:00,2004-01-01 22:00:00,2004,1,1,0.45346845016758663,0.9998832970230879,10.452301420398465
2004-01-01 23:00:00,2004-01-01 23:00:00,2004,1,1,0.40998071090345134,0.9998724467703719,10.40870517860717
2004-01-02 00:00:00,2004-01-02 00:00:00,2004,1,2,0.35285563585698343,0.9998611143261019,10.351466779118002
2004-01-02 01:00:00,2004-01-02 01:00:00,2004,1,2,0.16344798939456273,0.9998492996957429,10.161940986351992
2004-01-02 02:00:00,2004-01-02 02:00:00,2004,1,2,0.32417976924132474,0.9998370028849926,10.32254979809125
2004-01-02 03:00:00,2004-01-02 03:00:00,2004,1,2,0.5299903869473259,0.999824223899781,10.528232625945135
2004-01-02 04:00:00,2004-01-02 04:00:00,2004,1,2,0.6255686944374893,0.9998109627462709,10.623678321900199
2004-01-02 05:00:00,2004-01-02 05:00:00,2004,1,2,0.6104333725159006,0.9997972194308576,10.608405566824478
2004-01-02 06:00:00,2004-01-02 06:00:00,2004,1,2,0.6426798863017164,0.9997829939601689,10.640509825903404
2004-01-02 07:00:00,2004-01-02 07:00:00,2004,1,2,0.4954688946743069,0.999768286341065,10.493151758084956
2004-01-02 08:00:00,2004-01-02 08:00:00,2004,1,2,0.4577520959359477,0.9997530965806385,10.455283061742334
2004-01-02 09:00:00,2004-01-02 09:00:00,2004,1,2,0.8417784016926042,0.999737424686215,10.839152648554753
2004-01-02 10:00:00,2004-01-02 10:00:00,2004,1,2,0.11623132523992052,0.9997212706653522,10.113444031893444
2004-01-02 11:00:00,2004-01-02 11:00:00,2004,1,2,0.6691725850818344,0.9997046345258405,10.66621893034024
2004-01-02 12:00:00,2004-01-02 12:00:00,2004,1,2,0.562601361949316,0.9996875162757026,10.559476524706342
2004-01-02 13:00:00,2004-01-02 13:00:00,2004,1,2,0.07426912197451929,0.9996699159231939,10.070968281206458
2004-01-02 14:00:00,2004-01-02 14:00:00,2004,1,2,0.8266891735795877,0.9996518334768022,10.82320750834761
2004-01-02 15:00:00,2004-01-02 15:00:00,2004,1,2,0.41089880126858846,0.9996332689452478,10.407231490721067
2004-01-02 16:00:00,2004-01-02 16:00:00,2004,1,2,0.15477214628132818,0.9996142223374836,10.150914369656164
2004-01-02 17:00:00,2004-01-02 17:00:00,2004,1,2,0.8884141904678009,0.9995946936626949,10.884361127094751
2004-01-02 18:00:00,2004-01-02 18:00:00,2004,1,2,0.6839051090154425,0.9995746829302993,10.679651938318436
2004-01-02 19:00:00,2004-01-02 19:00:00,2004,1,2,0.6462359730399205,0.9995541901499472,10.641777874539393
2004-01-02 20:00:00,2004-01-02 20:00:00,2004,1,2,0.06780576326452259,0.9995332153315211,10.063137916579734
2004-01-02 21:00:00,2004-01-02 21:00:00,2004,1,2,0.8037135092373957,0.9995117584851364,10.79883109408876
2004-01-02 22:00:00,2004-01-02 22:00:00,2004,1,2,0.35184635951755294,0.9994898196211406,10.346744555728959
2004-01-02 23:00:00,2004-01-02 23:00:00,2004,1,2,0.12759010468244558,0.9994673987501137,10.122264092183583
2004-01-03 00:00:00,2004-01-03 00:00:00,2004,1,3,0.9185009299434705,0.9994444958828685,10.912945888772157
2004-01-03 01:00:00,2004-01-03 01:00:00,2004,1,3,0.3389691951942708,0.9994211110304497,10.333180305498768
2004-01-03 02:00:00,2004-01-03 02:00:00,2004,1,3,0.35961058632174536,0.999397244204135,10.353583028363095
2004-01-03 03:00:00,2004-01-03 03:00:00,2004,1,3,0.8275007195095762,0.999372895415434,10.821229673663915
