datetime,datetime,year,month,day,random,sazonal,timeSeries
2005-01-01 00:00:00,2005-01-01 00:00:00,2005,1,1,0.6045990165519087,1.0,10.604599016551909
2005-01-01 01:00:00,2005-01-01 01:00:00,2005,1,1,0.8166439620597625,0.9999997588734665,10.816641550794428
2005-01-01 02:00:00,2005-01-01 02:00:00,2005,1,1,0.5747584319606697,0.9999990354939822,10.574748786900491
2005-01-01 03:00:00,2005-01-01 03:00:00,2005,1,1,0.4507809038131535,0.999997829861896,10.450759202432113
2005-01-01 04:00:00,2005-01-01 04:00:00,2005,1,1,0.06668299794001886,0.9999961419777894,10.066644417717912
2005-01-01 05:00:00,2005-01-01 05:00:00,2005,1,1,0.40173260454408855,0.9999939718424762,10.401672322968851
2005-01-01 06:00:00,2005-01-01 06:00:00,2005,1,1,0.06603715487591622,0.9999913194570031,10.065950349445947
2005-01-01 07:00:00,2005-01-01 07:00:00,2005,1,1,0.06590378766077665,0.9999881848226492,10.065785635887268
2005-01-01 08:00:00,2005-01-01 08:00:00,2005,1,1,0.9336314972197147,0.9999845679409262,10.933477176628976
2005-01-01 09:00:00,2005-01-01 09:00:00,2005,1,1,0.08474012881071302,0.9999804688135782,10.084544816946496
2005-01-01 10:00:00,2005-01-01 10:00:00,2005,1,1,0.6458788834328995,0.9999758874425823,10.645637757858722
2005-01-01 11:00:00,2005-01-01 11:00:00,2005,1,1,0.20557397903530716,0.9999708238301476,10.205282217336784
2005-01-01 12:00:00,2005-01-01 12:00:00,2005,1,1,0.8614880039125192,0.9999652779787161,10.861140783699682
2005-01-01 13:00:00,2005-01-01 13:00:00,2005,1,1,0.9883093704937328,0.9999592498909624,10.987901869403357
2005-01-01 14:00:00,2005-01-01 14:00:00,2005,1,1,0.5966256879280393,0.9999527395697936,10.596153083625975
2005-01-01 15:00:00,2005-01-01 15:00:00,2005,1,1,0.783650628427165,0.9999457470183493,10.783108098610658
2005-01-01 16:00:00,2005-01-01 16:00:00,2005,1,1,0.7000741918363772,0.9999382722400014,10.699456914236391
2005-01-01 17:00:00,2005-01-01 17:00:00,2005,1,1,0.24025382874450352,0.9999303152383551,10.239556981128054
2005-01-01 18:00:00,2005-01-01 18:00:00,2005,1,1,0.3515965607590761,0.9999218760172474,10.350815320931549
2005-01-01 19:00:00,2005-01-01 19:00:00,2005,1,1,0.29185644798710986,0.999912954580748,10.29098599379459
2005-01-01 20:00:00,2005-01-01 20:00:00,2005,1,1,0.616814381797256,0.9999035509331596,10.615849891128853
2005-01-01 21:00:00,2005-01-01 21:00:00,2005,1,1,0.19910824690418083,0.9998936650790171,10.198044897694352
2005-01-01 22:00:00,2005-01-01 22:00:00,2005,1,1,0.4553911116370055,0.9998832970230879,10.454224081867885
2005-01-01 23:00:00,2005-01-01 23:00:00,2005,1,1,0.5715294546683536,0.9998724467703719,10.570253922372071
2005-01-02 00:00:00,2005-01-02 00:00:00,2005,1,2,0.9975205863513116,0.9998611143261019,10.996131729612332
2005-01-02 01:00:00,2005-01-02 01:00:00,2005,1,2,0.5124385351017641,0.9998492996957429,10.510931532059193
2005-01-02 02:00:00,2005-01-02 02:00:00,2005,1,2,0.313784320165735,0.9998370028849926,10.312154349015662
2005-01-02 03:00:00,2005-01-02 03:00:00,2005,1,2,0.27408844963131795,0.999824223899781,10.272330688629127
2005-01-02 04:00:00,2005-01-02 04:00:00,2005,1,2,0.9582363538048616,0.9998109627462709,10.956345981267571
2005-01-02 05:00:00,2005-01-02 05:00:00,2005,1,2,0.4165183945558527,0.9997972194308576,10.41449058886443
2005-01-02 06:00:00,2005-01-02 06:00:00,2005,1,2,0.6448309854180998,0.9997829939601689,10.642660925019788
2005-01-02 07:00:00,2005-01-02 07:00:00,2005,1,2,0.3249652336749369,0.999768286341065,10.322648097085587
2005-01-02 08:00:00,2005-01-02 08:00:00,2005,1,2,0.8155629435893363,0.9997530965806385,10.813093909395722
2005-01-02 09:00:00,2005-01-02 09:00:00,2005,1,2,0.8932116997448638,0.999737424686215,10.890585946607013
2005-01-02 10:00:00,2005-01-02 10:00:00,2005,1,2,0.42524484284628894,0.9997212706653522,10.42245754949981
2005-01-02 11:00:00,2005-01-02 11:00:00,2005,1,2,0.11841848702385183,0.9997046345258405,10.115464832282257
2005-01-02 12:00:00,2005-01-02 12:00:00,2005,1,2,0.29230915404141267,0.9996875162757026,10.289184316798439
2005-01-02 13:00:00,2005-01-02 13:00:00,2005,1,2,0.13268058577163955,0.9996699159231939,10.129379745003579
2005-01-02 14:00:00,2005-01-02 14:00:00,2005,1,2,0.1885516834869786,0.9996518334768022,10.185070018255
2005-01-02 15:00:00,2005-01-02 15:00:00,2005,1,2,0.43723730962951457,0.9996332689452478,10.433569999081993
2005-01-02 16:00:00,2005-01-02 16:00:00,2005,1,2,0.7809853519224832,0.9996142223374836,10.77712757529732
2005-01-02 17:00:00,2005-01-02 17:00:00,2005,1,2,0.5429875414782802,0.9995946936626949,10.538934478105231
2005-01-02 18:00:00,2005-01-02 18:00:00,2005,1,2,0.753429278373492,0.9995746829302993,10.749176107676485
2005-01-02 19:00:00,2005-01-02 19:00:00,2005,1,2,0.08745203993640394,0.9995541901499472,10.082993941435875
2005-01-02 20:00:00,2005-01-02 20:00:00,2005,1,2,0.9175855455913787,0.9995332153315211,10.91291769890659
2005-01-02 21:00:00,2005-01-02 21:00:00,2005,1,2,0.5665674672481555,0.9995117584851364,10.56168505209952
2005-01-02 22:00:00,2005-01-02 22:00:00,2005,1,2,0.3529278311237154,0.9994898196211406,10.34782602733512
2005-01-02 23:00:00,2005-01-02 23:00:00,2005,1,2,0.9786741378247675,0.9994673987501137,10.973348125325906
2005-01-03 00:00:00,2005-01-03 00:00:00,2005,1,3,0.08135817755854269,0.9994444958828685,10.075803136387227
2005-01-03 01:00:00,2005-01-03 01:00:00,2005,1,3,0.39786362955102084,0.9994211110304497,10.392074739855518
2005-01-03 02:00:00,2005-01-03 02:00:00,2005,1,3,0.9964061885598432,0.999397244204135,10.990378630601194
2005-01-03 03:00:00,2005-01-03 03:00:00,2005,1,3,0.03839249064092076,0.999372895415434,10.032121444795258
2005-01-03 04:00:00,2005-01-03 04:00:00,2005,1,3,0.8172036907594611,0.999348064676089,10.810684337520351
2005-01-03 05:00:00,2005-01-03 05:00:00,2005,1,3,0.0053919377858503426,0.999322751998075,9.9986194577666
2005-01-03 06:00:00,2005-01-03 06:00:00,2005,1,3,0.003656629113580556,0.9992969573935987,9.996626203049567
2005-01-03 07:00:00,2005-01-03 07:00:00,2005,1,3,0.7064450605283671,0.9992706808750998,10.699151869279365
2005-01-03 08:00:00,2005-01-03 08:00:00,2005,1,3,0.5074452510810765,0.9992439224552503,10.499884475633579
2005-01-03 09:00:00,2005-01-03 09:00:00,2005,1,3,0.6602301052227808,0.9992166821469545,10.652396926692324
2005-01-03 10:00:00,2005-01-03 10:00:00,2005,1,3,0.8149179133822371,0.999188959963349,10.806807513015727
