datetime,datetime,year,month,day,random,sazonal,timeSeries
2060-01-01 00:00:00,2060-01-01 00:00:00,2060,1,1,0.36256658716979207,1.0,10.362566587169791
2060-01-01 01:00:00,2060-01-01 01:00:00,2060,1,1,0.6460096958371777,0.9999997588734665,10.646007284571843
2060-01-01 02:00:00,2060-01-01 02:00:00,2060,1,1,0.8613268043046697,0.9999990354939822,10.861317159244491
2060-01-01 03:00:00,2060-01-01 03:00:00,2060,1,1,0.5822451206657704,0.999997829861896,10.58222341928473
2060-01-01 04:00:00,2060-01-01 04:00:00,2060,1,1,0.7161450702884286,0.9999961419777894,10.716106490066322
2060-01-01 05:00:00,2060-01-01 05:00:00,2060,1,1,0.8753647400515537,0.9999939718424762,10.875304458476316
2060-01-01 06:00:00,2060-01-01 06:00:00,2060,1,1,0.43685626467749206,0.9999913194570031,10.436769459247522
2060-01-01 07:00:00,2060-01-01 07:00:00,2060,1,1,0.2561972984359566,0.9999881848226492,10.256079146662449
2060-01-01 08:00:00,2060-01-01 08:00:00,2060,1,1,0.15629183083087028,0.9999845679409262,10.156137510240132
2060-01-01 09:00:00,2060-01-01 09:00:00,2060,1,1,0.12370912756127939,0.9999804688135782,10.123513815697061
2060-01-01 10:00:00,2060-01-01 10:00:00,2060,1,1,0.4596116651943021,0.9999758874425823,10.459370539620124
2060-01-01 11:00:00,2060-01-01 11:00:00,2060,1,1,0.19309649440929222,0.9999708238301476,10.19280473271077
2060-01-01 12:00:00,2060-01-01 12:00:00,2060,1,1,0.48423120479343185,0.9999652779787161,10.483883984580594
2060-01-01 13:00:00,2060-01-01 13:00:00,2060,1,1,0.18272251138859263,0.9999592498909624,10.182315010298217
2060-01-01 14:00:00,2060-01-01 14:00:00,2060,1,1,0.9791294858246039,0.9999527395697936,10.97865688152254
2060-01-01 15:00:00,2060-01-01 15:00:00,2060,1,1,0.8800597202036312,0.9999457470183493,10.879517190387125
2060-01-01 16:00:00,2060-01-01 16:00:00,2060,1,1,0.772774856261172,0.9999382722400014,10.772157578661187
2060-01-01 17:00:00,2060-01-01 17:00:00,2060,1,1,0.1669578552574622,0.9999303152383551,10.166261007641012
2060-01-01 18:00:00,2060-01-01 18:00:00,2060,1,1,0.8603706458021005,0.9999218760172474,10.859589405974575
